ID_Registro,Marca de la Unidad,Año del Vehículo,Ciudad Agencia,Estado de la ciudad o Agencia,Refaccion,Precio,Fecha Compra
262,SEAT,2016,AZCAPOTZALCO,CIUDAD DE MÉXICO,FARO,12621,12/06/2019
263,SEAT,2016,AZCAPOTZALCO,CIUDAD DE MÉXICO,FARO,1142,12/06/2019
264,SEAT,2016,AZCAPOTZALCO,CIUDAD DE MÉXICO,FACIA DELANTERA,134,12/06/2019
265,SEAT,2016,AZCAPOTZALCO,CIUDAD DE MÉXICO,FARO,10922,12/06/2019
266,SEAT,2016,AZCAPOTZALCO,CIUDAD DE MÉXICO,FACIA DELANTERA,2732,12/06/2019
267,SEAT,2016,AZCAPOTZALCO,CIUDAD DE MÉXICO,FACIA DELANTERA,156,12/06/2019
268,SEAT,2016,AZCAPOTZALCO,CIUDAD DE MÉXICO,FACIA DELANTERA,134,12/06/2019
269,NISSAN,2015,IZTACALCO,CIUDAD DE MÉXICO,FARO,3195,12/06/2019
270,NISSAN,2015,IZTACALCO,CIUDAD DE MÉXICO,FACIA TRASERA,1699,12/06/2019
271,VOLKSWAGEN,2018,ZAPOPAN,JALISCO,LLANTA,2150,19/06/2019
272,VOLKSWAGEN,2018,ZAPOPAN,JALISCO,LLANTA,2150,19/06/2019
273,HONDA,2018,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,LLANTA,3200,19/06/2019
274,HONDA,2018,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FARO,666,18/06/2019
275,HONDA,2018,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FARO,7516,18/06/2019
276,VOLKSWAGEN,2016,GUSTAVO A MADERO,CIUDAD DE MÉXICO,PUERTA DELANTERA,11197,28/06/2019
278,TOYOTA,2019,MIGUEL HIDALGO,CIUDAD DE MÉXICO,LLANTA,5600,04/07/2019
279,TOYOTA,2019,MIGUEL HIDALGO,CIUDAD DE MÉXICO,LLANTA,5600,04/07/2019
280,VOLKSWAGEN,2016,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA DELANTERA,1102,08/07/2019
281,VOLKSWAGEN,2016,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA DELANTERA,150,08/07/2019
282,VOLKSWAGEN,2016,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FARO,1258,08/07/2019
283,VOLKSWAGEN,2016,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA DELANTERA,113,08/07/2019
284,NISSAN,2016,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,LLANTA,1590,23/06/2019
285,NISSAN,2016,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA DELANTERA,1666,23/06/2019
286,NISSAN,2016,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA DELANTERA,1637,23/06/2019
287,NISSAN,2016,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FARO,1833,23/06/2019
288,DODGE,2018,LEÓN,GUANAJUATO,FACIA TRASERA,435,21/06/2019
289,FORD,2014,LEÓN,GUANAJUATO,FACIA DELANTERA,950,25/06/2019
290,FORD,2014,LEÓN,GUANAJUATO,FACIA DELANTERA,950,25/06/2019
291,FORD,2014,LEÓN,GUANAJUATO,FACIA DELANTERA,4159,24/06/2019
292,FORD,2014,LEÓN,GUANAJUATO,FACIA DELANTERA,802,25/06/2019
293,FORD,2014,LEÓN,GUANAJUATO,FACIA DELANTERA,567,25/06/2019
294,FORD,2014,LEÓN,GUANAJUATO,FARO,460,27/06/2019
295,TOYOTA,2018,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FARO,4837,25/06/2019
296,TOYOTA,2018,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA DELANTERA,3126,25/06/2019
297,TOYOTA,2018,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA DELANTERA,466,25/06/2019
298,TOYOTA,2018,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA TRASERA,3382,25/06/2019
299,TOYOTA,2018,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FARO,4837,25/06/2019
300,CHEVROLET,2005,COYOACAN,CIUDAD DE MÉXICO,FACIA TRASERA,840,13/08/2019
301,FORD,2013,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,400,03/04/2019
302,CHEVROLET,2008,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,170,03/04/2019
303,CHEVROLET,2008,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,180,03/04/2019
304,CHEVROLET,2008,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,479,03/04/2019
305,CHEVROLET,2008,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,180,03/04/2019
306,CHEVROLET,2008,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,724,03/04/2019
307,SEAT,2015,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,6089,24/04/2019
308,SEAT,2015,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,212,24/04/2019
309,SEAT,2018,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA TRASERA,5178,01/04/2019
310,CHEVROLET,2014,COYOACAN,CIUDAD DE MÉXICO,FARO,3170,20/05/2019
311,CHEVROLET,2014,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,133,20/05/2019
312,CHEVROLET,2014,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,3830,20/05/2019
313,CHEVROLET,2014,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,133,20/05/2019
314,CHEVROLET,2014,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,1099,11/06/2019
315,CHEVROLET,2014,COYOACAN,CIUDAD DE MÉXICO,FARO,1490,08/07/2019
316,GM,2014,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA DELANTERA,2100,03/04/2019
317,VOLKSWAGEN,2019,ECATEPEC DE MORELOS,ESTADO DE MEXICO,FARO,5247,23/04/2019
318,VOLKSWAGEN,2019,ECATEPEC DE MORELOS,ESTADO DE MEXICO,FARO,5247,23/04/2019
319,CHEVROLET,2019,IZTACALCO,CIUDAD DE MÉXICO,FACIA TRASERA,190,09/04/2019
320,VOLKSWAGEN,2017,COYOACAN,CIUDAD DE MÉXICO,FACIA TRASERA,3312,09/04/2019
321,VOLKSWAGEN,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FARO,3039,02/04/2019
322,VOLKSWAGEN,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FARO,3039,02/04/2019
323,VOLKSWAGEN,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FARO,690,02/04/2019
324,VOLKSWAGEN,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,3312,02/04/2019
325,VOLKSWAGEN,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,991,02/04/2019
326,VOLKSWAGEN,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FARO,690,02/04/2019
327,SEAT,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA TRASERA,5178,05/04/2019
328,SEAT,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA TRASERA,289,05/04/2019
329,VOLKSWAGEN,2016,TEPATITLAN DE MORELOS,JALISCO,FACIA TRASERA,322,09/04/2019
330,VOLKSWAGEN,2016,TEPATITLAN DE MORELOS,JALISCO,FACIA TRASERA,1200,03/04/2019
331,VOLKSWAGEN,2016,TEPATITLAN DE MORELOS,JALISCO,FACIA TRASERA,340,03/04/2019
332,VOLKSWAGEN,2016,TEPATITLAN DE MORELOS,JALISCO,FACIA TRASERA,1470,03/04/2019
333,VOLKSWAGEN,2016,TEPATITLAN DE MORELOS,JALISCO,FACIA TRASERA,280,03/04/2019
334,KIA,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,LLANTA,1700,10/04/2019
335,KIA,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,LLANTA,1700,10/04/2019
336,KIA,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,LLANTA,1700,10/04/2019
337,KIA,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,LLANTA,1700,10/04/2019
338,SEAT,2018,ECATEPEC DE MORELOS,ESTADO DE MEXICO,FACIA TRASERA,5178,15/04/2019
339,SEAT,2018,ECATEPEC DE MORELOS,ESTADO DE MEXICO,FACIA TRASERA,431,15/04/2019
340,VOLKSWAGEN,2019,GUADALAJARA,JALISCO,FACIA DELANTERA,746,25/04/2019
341,VOLKSWAGEN,2019,GUADALAJARA,JALISCO,FACIA DELANTERA,3312,25/04/2019
342,HONDA,2017,ZAPOPAN,JALISCO,FACIA TRASERA,5541,22/04/2019
343,MAZDA,2013,GUADALAJARA,JALISCO,FACIA DELANTERA,1000,26/04/2019
344,VOLKSWAGEN,2017,ZAPOPAN,JALISCO,FACIA DELANTERA,3312,12/04/2019
345,SUZUKI,2017,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA DELANTERA,679,22/07/2019
346,SUZUKI,2017,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA DELANTERA,4500,22/07/2019
347,SUZUKI,2017,BENITO JUAREZ,CIUDAD DE MÉXICO,FARO,3681,22/07/2019
348,SUZUKI,2017,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA DELANTERA,356,22/07/2019
349,SUZUKI,2017,BENITO JUAREZ,CIUDAD DE MÉXICO,FARO,150,22/07/2019
350,SUZUKI,2017,BENITO JUAREZ,CIUDAD DE MÉXICO,FARO,1512,22/07/2019
351,VOLKSWAGEN,2017,COYOACAN,CIUDAD DE MÉXICO,FARO,3039,16/04/2019
352,VOLKSWAGEN,2017,COYOACAN,CIUDAD DE MÉXICO,FARO,690,16/04/2019
353,VOLKSWAGEN,2017,COYOACAN,CIUDAD DE MÉXICO,FARO,107,16/04/2019
354,VOLKSWAGEN,2017,COYOACAN,CIUDAD DE MÉXICO,FARO,690,16/04/2019
355,VOLKSWAGEN,2017,COYOACAN,CIUDAD DE MÉXICO,FARO,3039,16/04/2019
356,VOLKSWAGEN,2017,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,1147,16/04/2019
357,VOLKSWAGEN,2017,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,3312,16/04/2019
358,CHEVROLET,2009,GUADALAJARA,JALISCO,FACIA TRASERA,450,22/04/2019
359,CHEVROLET,2009,GUADALAJARA,JALISCO,FACIA TRASERA,450,22/04/2019
360,CHEVROLET,2009,GUADALAJARA,JALISCO,FACIA TRASERA,250,10/04/2019
361,CHEVROLET,2009,GUADALAJARA,JALISCO,FACIA TRASERA,1624,10/04/2019
362,CHEVROLET,2009,GUADALAJARA,JALISCO,FACIA TRASERA,598,10/04/2019
363,VOLKSWAGEN,2019,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FACIA TRASERA,5600,16/04/2019
364,VOLKSWAGEN,2019,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FACIA TRASERA,1644,16/04/2019
365,VOLKSWAGEN,2019,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FACIA TRASERA,229,16/04/2019
366,VOLKSWAGEN,2017,TLALPAN,CIUDAD DE MÉXICO,FACIA TRASERA,2114,24/04/2019
367,VOLKSWAGEN,2015,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,LLANTA,980,06/05/2019
368,NISSAN,2017,TLAQUEPAQUE,JALISCO,FARO,2793,25/05/2019
369,NISSAN,2017,TLAQUEPAQUE,JALISCO,LLANTA,3279,25/05/2019
370,AUDI,2017,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FACIA DELANTERA,4245,03/05/2019
371,AUDI,2017,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FACIA DELANTERA,1272,03/05/2019
372,AUDI,2017,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FARO,770,03/05/2019
373,AUDI,2017,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FACIA DELANTERA,1079,03/05/2019
374,AUDI,2017,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FARO,770,03/05/2019
375,AUDI,2017,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FACIA DELANTERA,10629,03/05/2019
376,AUDI,2017,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FACIA DELANTERA,3824,03/05/2019
377,AUDI,2017,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FACIA DELANTERA,756,03/05/2019
378,VOLKSWAGEN,2015,LEÓN,GUANAJUATO,FACIA TRASERA,4550,12/06/2019
379,VOLKSWAGEN,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,113,17/05/2019
380,VOLKSWAGEN,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,136,17/05/2019
381,VOLKSWAGEN,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,2384,17/05/2019
382,VOLKSWAGEN,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FARO,3907,17/05/2019
383,VOLKSWAGEN,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,132,17/05/2019
384,VOLKSWAGEN,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,1895,17/05/2019
385,VOLKSWAGEN,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FARO,3907,17/05/2019
386,MAZDA,2014,MINERAL DE LA REFORMA,HIDALGO,FARO,7500,03/05/2019
387,VOLKSWAGEN,2010,COYOACAN,CIUDAD DE MÉXICO,FARO,495,24/06/2019
388,NISSAN,2019,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FARO,1831,14/06/2019
389,NISSAN,2019,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,1992,10/06/2019
390,NISSAN,2019,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,188,10/06/2019
391,TOYOTA,2013,LEÓN,GUANAJUATO,FARO,2200,10/04/2019
392,SEAT,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,200,22/04/2019
393,SEAT,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,5354,22/04/2019
394,SEAT,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FARO,674,22/04/2019
395,SEAT,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FARO,3900,22/04/2019
396,VOLKSWAGEN,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA TRASERA,257,04/04/2019
397,VOLKSWAGEN,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA TRASERA,2114,04/04/2019
398,VOLKSWAGEN,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA TRASERA,134,04/04/2019
399,SEAT,2017,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA TRASERA,1636,01/04/2019
400,SEAT,2017,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA TRASERA,408,01/04/2019
401,KIA,2019,LEÓN,GUANAJUATO,FACIA DELANTERA,3789,11/06/2019
402,CHEVROLET,2008,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,150,12/04/2019
403,CHEVROLET,2008,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,150,12/04/2019
404,CHEVROLET,2008,COYOACAN,CIUDAD DE MÉXICO,FARO,765,03/04/2019
405,CHEVROLET,2008,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,170,03/04/2019
406,VOLKSWAGEN,2015,GUADALAJARA,JALISCO,FARO,1158,20/05/2019
407,CHEVROLET,2010,BENITO JUAREZ,CIUDAD DE MÉXICO,FARO,3573,30/04/2019
408,FORD,2016,ZAPOPAN,JALISCO,PUERTA TRASERA,14513,12/04/2019
409,TOYOTA,2018,ZAPOPAN,JALISCO,FARO,9064,29/07/2019
410,TOYOTA,2018,ZAPOPAN,JALISCO,FACIA DELANTERA,1076,12/07/2019
411,TOYOTA,2018,ZAPOPAN,JALISCO,FACIA DELANTERA,316,12/07/2019
412,VOLKSWAGEN,2006,GUADALAJARA,JALISCO,FACIA DELANTERA,1134,31/05/2019
413,VOLKSWAGEN,2006,GUADALAJARA,JALISCO,FARO,860,31/05/2019
414,VOLKSWAGEN,2006,GUADALAJARA,JALISCO,FARO,860,31/05/2019
415,VOLKSWAGEN,2006,GUADALAJARA,JALISCO,FACIA DELANTERA,153,31/05/2019
416,TOYOTA,2016,LEÓN,GUANAJUATO,FARO,240,12/04/2019
417,TOYOTA,2016,LEÓN,GUANAJUATO,FARO,240,12/04/2019
418,TOYOTA,2016,LEÓN,GUANAJUATO,FACIA DELANTERA,3794,12/04/2019
419,BMW,2012,PACHUCA DE SOTO,HIDALGO,FACIA TRASERA,5800,09/04/2019
420,NISSAN,2014,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA TRASERA,334,03/04/2019
421,VOLKSWAGEN,2018,LOS REYES ACAQUILPAN (LA PAZ),ESTADO DE MEXICO,FARO,824,24/05/2019
422,VOLKSWAGEN,2018,LOS REYES ACAQUILPAN (LA PAZ),ESTADO DE MEXICO,PUERTA DELANTERA,11340,27/05/2019
423,VOLKSWAGEN,2018,LOS REYES ACAQUILPAN (LA PAZ),ESTADO DE MEXICO,FARO,3143,27/05/2019
424,VOLKSWAGEN,2018,LOS REYES ACAQUILPAN (LA PAZ),ESTADO DE MEXICO,PUERTA TRASERA,10440,27/05/2019
425,VOLKSWAGEN,2018,LOS REYES ACAQUILPAN (LA PAZ),ESTADO DE MEXICO,FACIA DELANTERA,2689,10/06/2019
426,VOLKSWAGEN,2015,LEÓN,GUANAJUATO,FACIA DELANTERA,955,03/04/2019
427,MAZDA,2018,XOCHIMILCO,CIUDAD DE MÉXICO,FACIA TRASERA,6280,05/04/2019
428,MAZDA,2018,XOCHIMILCO,CIUDAD DE MÉXICO,FACIA TRASERA,147,05/04/2019
429,MAZDA,2018,XOCHIMILCO,CIUDAD DE MÉXICO,FACIA TRASERA,555,05/04/2019
430,SUZUKI,2018,BENITO JUAREZ,CIUDAD DE MÉXICO,LLANTA,3126,02/05/2019
431,SUZUKI,2018,BENITO JUAREZ,CIUDAD DE MÉXICO,LLANTA,3126,02/05/2019
432,SUZUKI,2018,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA DELANTERA,5000,02/04/2019
433,SUZUKI,2018,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA DELANTERA,857,02/04/2019
434,HONDA,2012,LEÓN,GUANAJUATO,FACIA TRASERA,1108,27/05/2019
435,HONDA,2012,LEÓN,GUANAJUATO,FACIA TRASERA,5300,27/05/2019
436,SEAT,2019,ZAPOPAN,JALISCO,FARO,161,05/07/2019
437,SEAT,2019,ZAPOPAN,JALISCO,FARO,5999,05/07/2019
438,SEAT,2019,ZAPOPAN,JALISCO,FACIA DELANTERA,263,08/07/2019
439,SEAT,2019,ZAPOPAN,JALISCO,LLANTA,1741,08/07/2019
440,SEAT,2019,ZAPOPAN,JALISCO,FACIA DELANTERA,200,03/07/2019
441,SEAT,2019,ZAPOPAN,JALISCO,FACIA DELANTERA,2320,03/07/2019
442,SEAT,2019,ZAPOPAN,JALISCO,FACIA DELANTERA,5354,03/07/2019
443,SEAT,2019,ZAPOPAN,JALISCO,FARO,5999,03/07/2019
444,SEAT,2019,ZAPOPAN,JALISCO,FARO,674,03/07/2019
445,SEAT,2019,ZAPOPAN,JALISCO,FARO,1311,03/07/2019
446,KIA,2018,COACALCO DE BERRIOZABAL,ESTADO DE MEXICO,FARO,5550,27/06/2019
447,KIA,2018,COACALCO DE BERRIOZABAL,ESTADO DE MEXICO,FACIA DELANTERA,131,27/06/2019
448,SEAT,2018,IZTACALCO,CIUDAD DE MÉXICO,FACIA DELANTERA,383,04/07/2019
449,SEAT,2018,IZTACALCO,CIUDAD DE MÉXICO,FARO,1041,04/07/2019
450,SEAT,2018,IZTACALCO,CIUDAD DE MÉXICO,FACIA DELANTERA,508,04/07/2019
451,SEAT,2018,IZTACALCO,CIUDAD DE MÉXICO,FARO,17739,04/07/2019
452,SEAT,2018,IZTACALCO,CIUDAD DE MÉXICO,FARO,1731,04/07/2019
453,SEAT,2018,IZTACALCO,CIUDAD DE MÉXICO,LLANTA,4785,04/07/2019
454,SEAT,2018,IZTACALCO,CIUDAD DE MÉXICO,FACIA DELANTERA,5645,04/07/2019
455,SEAT,2018,IZTACALCO,CIUDAD DE MÉXICO,FARO,3346,04/07/2019
456,VOLKSWAGEN,2015,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,1205,27/06/2019
457,VOLKSWAGEN,2015,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,207,27/06/2019
458,NISSAN,2012,GUADALAJARA,JALISCO,FACIA TRASERA,2090,25/06/2019
459,SEAT,2016,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,5881,26/06/2019
460,SEAT,2016,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,165,26/06/2019
461,SEAT,2016,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,165,26/06/2019
462,VOLKSWAGEN,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA TRASERA,3312,25/06/2019
463,VOLKSWAGEN,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA TRASERA,410,25/06/2019
464,MERCEDES BENZ,2019,ZAPOPAN,JALISCO,FACIA TRASERA,1440,26/06/2019
465,MERCEDES BENZ,2019,ZAPOPAN,JALISCO,FACIA TRASERA,6907,26/06/2019
466,MERCEDES BENZ,2019,ZAPOPAN,JALISCO,FACIA TRASERA,5445,26/06/2019
467,VOLKSWAGEN,2018,ZAPOPAN,JALISCO,FACIA TRASERA,5233,25/06/2019
468,VOLKSWAGEN,2018,ZAPOPAN,JALISCO,FACIA TRASERA,148,25/06/2019
469,TOYOTA,2018,ZAPOPAN,JALISCO,FACIA DELANTERA,416,02/07/2019
470,TOYOTA,2018,ZAPOPAN,JALISCO,FACIA DELANTERA,780,02/07/2019
471,TOYOTA,2018,ZAPOPAN,JALISCO,FACIA DELANTERA,3609,26/06/2019
472,TOYOTA,2018,ZAPOPAN,JALISCO,FARO,10366,26/06/2019
473,HONDA,2019,ZAPOPAN,JALISCO,FACIA TRASERA,1217,04/07/2019
474,CHEVROLET,2017,ZAPOPAN,JALISCO,FACIA TRASERA,376,28/06/2019
475,CHEVROLET,2017,ZAPOPAN,JALISCO,FACIA TRASERA,1485,28/06/2019
476,CHEVROLET,2017,ZAPOPAN,JALISCO,FACIA TRASERA,4074,28/06/2019
477,NISSAN,2018,ZAPOPAN,JALISCO,FACIA TRASERA,4624,26/06/2019
478,HONDA,2015,ZAPOPAN,JALISCO,FACIA DELANTERA,654,01/07/2019
479,FORD,2019,ZAPOPAN,JALISCO,LLANTA,7000,26/06/2019
480,VOLKSWAGEN,2016,CIUDAD ADOLFO LOPEZ MATEOS,ESTADO DE MEXICO,PUERTA TRASERA,5969,12/07/2019
481,VOLKSWAGEN,2016,CIUDAD ADOLFO LOPEZ MATEOS,ESTADO DE MEXICO,PUERTA DELANTERA,5544,12/07/2019
482,VOLKSWAGEN,2016,CIUDAD ADOLFO LOPEZ MATEOS,ESTADO DE MEXICO,PUERTA TRASERA,300,12/07/2019
483,VOLKSWAGEN,2016,CIUDAD ADOLFO LOPEZ MATEOS,ESTADO DE MEXICO,PUERTA DELANTERA,300,12/07/2019
487,VOLKSWAGEN,2017,TULTITLAN DE MARIANO ESCOBEDO,ESTADO DE MEXICO,FACIA DELANTERA,3312,04/07/2019
488,VOLKSWAGEN,2017,TULTITLAN DE MARIANO ESCOBEDO,ESTADO DE MEXICO,FARO,3143,04/07/2019
489,CHEVROLET,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,PUERTA DELANTERA,3569,01/07/2019
490,CHEVROLET,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA DELANTERA,1187,01/07/2019
491,CHEVROLET,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,LLANTA,1022,30/07/2019
492,CHEVROLET,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FARO,3448,01/07/2019
493,VOLKSWAGEN,2019,GUADALAJARA,JALISCO,FACIA TRASERA,607,02/07/2019
494,VOLKSWAGEN,2019,GUADALAJARA,JALISCO,FACIA TRASERA,3312,02/07/2019
495,NISSAN,2013,GUADALAJARA,JALISCO,FACIA DELANTERA,744,01/07/2019
496,NISSAN,2013,GUADALAJARA,JALISCO,FARO,1260,01/07/2019
497,TOYOTA,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA DELANTERA,248,01/07/2019
498,TOYOTA,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FARO,3304,01/07/2019
499,TOYOTA,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA DELANTERA,907,01/07/2019
500,TOYOTA,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA TRASERA,1511,01/07/2019
501,TOYOTA,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA DELANTERA,185,01/07/2019
502,TOYOTA,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA DELANTERA,611,01/07/2019
503,TOYOTA,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA DELANTERA,2599,01/07/2019
504,TOYOTA,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA DELANTERA,4153,01/07/2019
505,TOYOTA,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA TRASERA,814,01/07/2019
506,TOYOTA,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FARO,330,01/07/2019
507,TOYOTA,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA DELANTERA,248,01/07/2019
508,TOYOTA,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA TRASERA,1169,01/07/2019
509,TOYOTA,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA TRASERA,3467,01/07/2019
510,SEAT,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FARO,12167,08/07/2019
511,SEAT,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FARO,12167,08/07/2019
512,SEAT,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FARO,674,08/07/2019
513,SEAT,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA DELANTERA,5354,10/07/2019
514,SEAT,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA DELANTERA,200,05/07/2019
515,VOLKSWAGEN,2016,LEÓN,GUANAJUATO,FACIA TRASERA,2114,29/06/2019
516,VOLKSWAGEN,2016,LEÓN,GUANAJUATO,FACIA TRASERA,2053,29/06/2019
517,KIA,2019,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FARO,7835,04/07/2019
518,KIA,2019,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,468,04/07/2019
