Category,Group,Sub-Group,Account,Year,Month,Amount
Assets,Current Assets,"Deposits, Advances & Prepayments",11622,2017,August,1000
Assets,Current Assets,"Deposits, Advances & Prepayments",11622,2017,September,3026
Assets,Current Assets,"Deposits, Advances & Prepayments",11622,2017,October,2315
Assets,Current Assets,"Deposits, Advances & Prepayments",11622,2017,November,2012
Assets,Current Assets,"Deposits, Advances & Prepayments",11622,2017,December,748
Assets,Current Assets,"Deposits, Advances & Prepayments",11622,2018,January,844
Assets,Current Assets,"Deposits, Advances & Prepayments",11623,2017,May,595
Assets,Current Assets,"Deposits, Advances & Prepayments",11623,2017,June,295
Assets,Current Assets,"Deposits, Advances & Prepayments",11623,2017,July,295
Assets,Current Assets,"Deposits, Advances & Prepayments",11623,2017,September,1750
Assets,Current Assets,"Deposits, Advances & Prepayments",11623,2017,October,875
Assets,Current Assets,"Deposits, Advances & Prepayments",11624,2017,May,595
Assets,Current Assets,"Deposits, Advances & Prepayments",11624,2017,June,1795
Assets,Current Assets,"Deposits, Advances & Prepayments",11624,2017,July,1795
Assets,Current Assets,"Deposits, Advances & Prepayments",11624,2017,October,1500
Assets,Current Assets,"Deposits, Advances & Prepayments",11624,2017,November,625
Assets,Current Assets,"Deposits, Advances & Prepayments",11625,2017,May,300
Assets,Current Assets,"Deposits, Advances & Prepayments",11625,2017,July,18000
Assets,Current Assets,"Deposits, Advances & Prepayments",11625,2017,August,12000
Assets,Current Assets,"Deposits, Advances & Prepayments",11625,2017,September,12000
Assets,Current Assets,"Deposits, Advances & Prepayments",11625,2017,October,6000
Assets,Current Assets,"Deposits, Advances & Prepayments",11625,2017,November,3372
Assets,Current Assets,"Deposits, Advances & Prepayments",11625,2017,December,372
Assets,Current Assets,"Deposits, Advances & Prepayments",11626,2017,May,485
Assets,Current Assets,"Deposits, Advances & Prepayments",11626,2017,June,125
Assets,Current Assets,"Deposits, Advances & Prepayments",11626,2017,July,2125
Assets,Current Assets,"Deposits, Advances & Prepayments",11626,2017,August,2040
Assets,Current Assets,"Deposits, Advances & Prepayments",11626,2017,September,2688
Assets,Current Assets,"Deposits, Advances & Prepayments",11626,2017,October,5572
Assets,Current Assets,"Deposits, Advances & Prepayments",11626,2017,November,4127
Assets,Current Assets,"Deposits, Advances & Prepayments",11626,2017,December,3896
Assets,Current Assets,"Deposits, Advances & Prepayments",11627,2017,November,315
Assets,Current Assets,"Deposits, Advances & Prepayments",11627,2017,December,315
Assets,Current Assets,"Deposits, Advances & Prepayments",11627,2018,January,315
Assets,Current Assets,"Deposits, Advances & Prepayments",11628,2017,October,1000
Assets,Current Assets,"Deposits, Advances & Prepayments",11628,2017,November,4000
Assets,Current Assets,"Deposits, Advances & Prepayments",11628,2017,December,7500
Assets,Current Assets,"Deposits, Advances & Prepayments",11628,2018,January,2000
Assets,Current Assets,"Deposits, Advances & Prepayments",11629,2017,November,4450
Assets,Current Assets,"Deposits, Advances & Prepayments",11629,2017,December,4450
Assets,Current Assets,"Deposits, Advances & Prepayments",11631,2017,December,156
Assets,Current Assets,"Deposits, Advances & Prepayments",11642,2017,December,763
Assets,Current Assets,"Deposits, Advances & Prepayments",11642,2018,January,1337
Assets,Current Assets,"Deposits, Advances & Prepayments",11646,2017,August,3102
Assets,Current Assets,"Deposits, Advances & Prepayments",11646,2017,September,1895
Assets,Current Assets,"Deposits, Advances & Prepayments",11646,2017,October,1000
Assets,Current Assets,"Deposits, Advances & Prepayments",11646,2017,November,1863
Assets,Current Assets,"Deposits, Advances & Prepayments",11646,2017,December,3205
Assets,Current Assets,"Deposits, Advances & Prepayments",11646,2018,January,815
Assets,Current Assets,"Deposits, Advances & Prepayments",11647,2017,August,243
Assets,Current Assets,"Deposits, Advances & Prepayments",11647,2017,September,4
Assets,Current Assets,"Deposits, Advances & Prepayments",11647,2017,October,1000
Assets,Current Assets,"Deposits, Advances & Prepayments",11648,2017,August,2744
Assets,Current Assets,"Deposits, Advances & Prepayments",11648,2017,October,'-1351
Assets,Current Assets,"Deposits, Advances & Prepayments",11648,2017,November,'-1351
Assets,Current Assets,"Deposits, Advances & Prepayments",11649,2018,January,741
Assets,Current Assets,"Deposits, Advances & Prepayments",11650,2017,June,1353
Assets,Current Assets,"Deposits, Advances & Prepayments",11650,2017,August,3891
Assets,Current Assets,"Deposits, Advances & Prepayments",11650,2017,September,899
Assets,Current Assets,"Deposits, Advances & Prepayments",11650,2017,October,6095
Assets,Current Assets,"Deposits, Advances & Prepayments",11650,2017,November,'-2160
Assets,Current Assets,"Deposits, Advances & Prepayments",11650,2017,December,840
Assets,Current Assets,"Deposits, Advances & Prepayments",11650,2018,January,840
Assets,Current Assets,"Deposits, Advances & Prepayments",11652,2017,January,'-1313
Assets,Current Assets,"Deposits, Advances & Prepayments",11652,2017,February,9066
Assets,Current Assets,"Deposits, Advances & Prepayments",11652,2017,March,20656
Assets,Current Assets,"Deposits, Advances & Prepayments",11652,2017,April,25839
Assets,Current Assets,"Deposits, Advances & Prepayments",11652,2017,May,20696
Assets,Current Assets,"Deposits, Advances & Prepayments",11652,2017,June,14032
Assets,Current Assets,"Deposits, Advances & Prepayments",11652,2017,July,13469
Assets,Current Assets,"Deposits, Advances & Prepayments",11652,2017,August,31576
Assets,Current Assets,"Deposits, Advances & Prepayments",11652,2017,September,19811
Assets,Current Assets,"Deposits, Advances & Prepayments",11652,2017,October,18686
Assets,Current Assets,"Deposits, Advances & Prepayments",11652,2017,November,'-41062
Assets,Current Assets,"Deposits, Advances & Prepayments",11652,2017,December,'-20279
Assets,Current Assets,"Deposits, Advances & Prepayments",11653,2017,January,25751
Assets,Current Assets,"Deposits, Advances & Prepayments",11653,2017,February,41276
Assets,Current Assets,"Deposits, Advances & Prepayments",11653,2017,March,10241
Assets,Current Assets,"Deposits, Advances & Prepayments",11653,2017,April,28089
Assets,Current Assets,"Deposits, Advances & Prepayments",11653,2017,May,11724
Assets,Current Assets,"Deposits, Advances & Prepayments",11653,2017,June,547
Assets,Current Assets,"Deposits, Advances & Prepayments",11653,2017,July,8381
Assets,Current Assets,"Deposits, Advances & Prepayments",11653,2017,August,351
Assets,Current Assets,"Deposits, Advances & Prepayments",11653,2017,September,8746
Assets,Current Assets,"Deposits, Advances & Prepayments",11653,2017,October,14660
Assets,Current Assets,"Deposits, Advances & Prepayments",11653,2017,November,'-7214
Assets,Current Assets,"Deposits, Advances & Prepayments",11653,2017,December,8983
Assets,Current Assets,"Deposits, Advances & Prepayments",11654,2017,January,1919
Assets,Current Assets,"Deposits, Advances & Prepayments",11654,2017,February,3535
Assets,Current Assets,"Deposits, Advances & Prepayments",11654,2017,March,'-852
Assets,Current Assets,"Deposits, Advances & Prepayments",11654,2017,April,96
Assets,Current Assets,"Deposits, Advances & Prepayments",11654,2017,May,5049
Assets,Current Assets,"Deposits, Advances & Prepayments",11654,2017,June,3206
Assets,Current Assets,"Deposits, Advances & Prepayments",11654,2017,July,3957
Assets,Current Assets,"Deposits, Advances & Prepayments",11654,2017,August,5433
Assets,Current Assets,"Deposits, Advances & Prepayments",11654,2017,September,4173
Assets,Current Assets,"Deposits, Advances & Prepayments",11654,2017,October,5319
Assets,Current Assets,"Deposits, Advances & Prepayments",11654,2017,November,3814
Assets,Current Assets,"Deposits, Advances & Prepayments",11654,2017,December,2939
Assets,Current Assets,"Deposits, Advances & Prepayments",11655,2017,January,1719
Assets,Current Assets,"Deposits, Advances & Prepayments",11655,2017,February,1307
Assets,Current Assets,"Deposits, Advances & Prepayments",11655,2017,March,4548
Assets,Current Assets,"Deposits, Advances & Prepayments",11655,2017,April,1778
Assets,Current Assets,"Deposits, Advances & Prepayments",11655,2017,May,1227
Assets,Current Assets,"Deposits, Advances & Prepayments",11655,2017,June,1139
Assets,Current Assets,"Deposits, Advances & Prepayments",11655,2017,July,1139
Assets,Current Assets,"Deposits, Advances & Prepayments",11655,2017,August,4744
Assets,Current Assets,"Deposits, Advances & Prepayments",11655,2017,September,824
Assets,Current Assets,"Deposits, Advances & Prepayments",11655,2017,October,824
Assets,Current Assets,"Deposits, Advances & Prepayments",11655,2017,November,'-186
Assets,Current Assets,"Deposits, Advances & Prepayments",11656,2017,January,2630
Assets,Current Assets,"Deposits, Advances & Prepayments",11656,2017,February,1603
Assets,Current Assets,"Deposits, Advances & Prepayments",11656,2017,March,1503
Assets,Current Assets,"Deposits, Advances & Prepayments",11656,2017,April,2406
Assets,Current Assets,"Deposits, Advances & Prepayments",11656,2017,May,660
Assets,Current Assets,"Deposits, Advances & Prepayments",11656,2017,June,3098
Assets,Current Assets,"Deposits, Advances & Prepayments",11656,2017,July,490
Assets,Current Assets,"Deposits, Advances & Prepayments",11656,2017,October,10248
Assets,Current Assets,"Deposits, Advances & Prepayments",11656,2017,November,299
Assets,Current Assets,"Deposits, Advances & Prepayments",11656,2017,December,222
Assets,Current Assets,"Deposits, Advances & Prepayments",11656,2018,January,7017
Assets,Current Assets,"Deposits, Advances & Prepayments",11657,2017,January,4550
Assets,Current Assets,"Deposits, Advances & Prepayments",11657,2017,February,3020
Assets,Current Assets,"Deposits, Advances & Prepayments",11657,2017,March,1655
Assets,Current Assets,"Deposits, Advances & Prepayments",11657,2017,April,1320
Assets,Current Assets,"Deposits, Advances & Prepayments",11657,2017,May,234
Assets,Current Assets,"Deposits, Advances & Prepayments",11657,2017,June,15823
Assets,Current Assets,"Deposits, Advances & Prepayments",11657,2017,July,4872
Assets,Current Assets,"Deposits, Advances & Prepayments",11657,2017,August,978
Assets,Current Assets,"Deposits, Advances & Prepayments",11657,2017,September,'-27
Assets,Current Assets,"Deposits, Advances & Prepayments",11659,2017,July,5546
Assets,Current Assets,"Deposits, Advances & Prepayments",11659,2017,August,2231
Assets,Current Assets,"Deposits, Advances & Prepayments",11659,2017,September,3312
Assets,Current Assets,"Deposits, Advances & Prepayments",11659,2017,October,1085
Assets,Current Assets,"Deposits, Advances & Prepayments",11659,2017,November,'-5774
Assets,Current Assets,"Deposits, Advances & Prepayments",11659,2017,December,'-2324
Assets,Current Assets,"Deposits, Advances & Prepayments",11659,2018,January,1273
Assets,Current Assets,"Deposits, Advances & Prepayments",11660,2017,November,71
Assets,Current Assets,"Deposits, Advances & Prepayments",11660,2017,December,571
Assets,Current Assets,"Deposits, Advances & Prepayments",11660,2018,January,500
Assets,Current Assets,"Deposits, Advances & Prepayments",11663,2018,January,15000
Assets,Current Assets,"Deposits, Advances & Prepayments",11664,2017,January,5243
Assets,Current Assets,"Deposits, Advances & Prepayments",11664,2017,February,544
Assets,Current Assets,"Deposits, Advances & Prepayments",11665,2017,May,0
Assets,Current Assets,"Deposits, Advances & Prepayments",11666,2017,January,'-201
Assets,Current Assets,"Deposits, Advances & Prepayments",11666,2017,August,600
Assets,Current Assets,"Deposits, Advances & Prepayments",11666,2017,October,851
Assets,Current Assets,"Deposits, Advances & Prepayments",11666,2017,November,851
Assets,Current Assets,"Deposits, Advances & Prepayments",11666,2017,December,1351
Assets,Current Assets,"Deposits, Advances & Prepayments",11666,2018,January,1851
Assets,Current Assets,"Deposits, Advances & Prepayments",11667,2017,January,3229
Assets,Current Assets,"Deposits, Advances & Prepayments",11667,2017,February,569
Assets,Current Assets,"Deposits, Advances & Prepayments",11667,2017,March,0
Assets,Current Assets,"Deposits, Advances & Prepayments",11667,2017,April,0
Assets,Current Assets,"Deposits, Advances & Prepayments",11667,2017,May,0
Assets,Current Assets,"Deposits, Advances & Prepayments",11667,2017,August,1500
Assets,Current Assets,"Deposits, Advances & Prepayments",11669,2017,July,122
Assets,Current Assets,"Deposits, Advances & Prepayments",11669,2017,October,3500
Assets,Current Assets,"Deposits, Advances & Prepayments",11669,2017,November,3500
Assets,Current Assets,"Deposits, Advances & Prepayments",11669,2017,December,3500
Assets,Current Assets,"Deposits, Advances & Prepayments",11669,2018,January,3500
Assets,Current Assets,Inventory,12101,2017,January,108795
Assets,Current Assets,Inventory,12101,2017,February,124065
Assets,Current Assets,Inventory,12101,2017,March,133670
Assets,Current Assets,Inventory,12101,2017,April,224541
Assets,Current Assets,Inventory,12101,2017,May,226935
Assets,Current Assets,Inventory,12101,2017,June,243563
Assets,Current Assets,Inventory,12101,2017,July,231339
Assets,Current Assets,Inventory,12101,2017,August,232093
Assets,Current Assets,Inventory,12101,2017,September,234712
Assets,Current Assets,Inventory,12101,2017,October,249694
Assets,Current Assets,Inventory,12101,2017,November,257964
Assets,Current Assets,Inventory,12101,2017,December,251818
Assets,Current Assets,Inventory,12101,2018,January,221798
Assets,Current Assets,Related Party (IC) - Rcvbl,11701,2017,January,305848
Assets,Current Assets,Related Party (IC) - Rcvbl,11701,2017,February,305848
Assets,Current Assets,Related Party (IC) - Rcvbl,11701,2017,March,305848
Assets,Current Assets,Related Party (IC) - Rcvbl,11701,2017,April,305848
Assets,Current Assets,Related Party (IC) - Rcvbl,11701,2017,May,305848
Assets,Current Assets,Related Party (IC) - Rcvbl,11701,2017,June,305848
Assets,Current Assets,Related Party (IC) - Rcvbl,11701,2017,July,305848
Assets,Current Assets,Related Party (IC) - Rcvbl,11701,2017,August,305848
Assets,Current Assets,Related Party (IC) - Rcvbl,11701,2017,September,305848
Assets,Current Assets,Related Party (IC) - Rcvbl,11701,2017,October,305848
Assets,Current Assets,Related Party (IC) - Rcvbl,11701,2017,November,305848
Assets,Current Assets,Related Party (IC) - Rcvbl,11701,2017,December,305848
Assets,Current Assets,Related Party (IC) - Rcvbl,11701,2018,January,305848
Assets,Current Assets,Related Party (IC) - Rcvbl,11702,2017,January,7159723
Assets,Current Assets,Related Party (IC) - Rcvbl,11702,2017,February,7484622
Assets,Current Assets,Related Party (IC) - Rcvbl,11702,2017,March,7745961
Assets,Current Assets,Related Party (IC) - Rcvbl,11702,2017,April,8106530
Assets,Current Assets,Related Party (IC) - Rcvbl,11702,2017,May,7662361
Assets,Current Assets,Related Party (IC) - Rcvbl,11702,2017,June,7688354
Assets,Current Assets,Related Party (IC) - Rcvbl,11702,2017,July,8321608
Assets,Current Assets,Related Party (IC) - Rcvbl,11702,2017,August,8806342
Assets,Current Assets,Related Party (IC) - Rcvbl,11702,2017,September,9062204
Assets,Current Assets,Related Party (IC) - Rcvbl,11702,2017,October,9919525
Assets,Current Assets,Related Party (IC) - Rcvbl,11702,2017,November,9755272
Assets,Current Assets,Related Party (IC) - Rcvbl,11702,2017,December,10196851
Assets,Current Assets,Related Party (IC) - Rcvbl,11702,2018,January,8417048
Assets,Current Assets,Related Party (IC) - Rcvbl,11703,2017,January,1421264
Assets,Current Assets,Related Party (IC) - Rcvbl,11703,2017,February,2075124
Assets,Current Assets,Related Party (IC) - Rcvbl,11703,2017,March,2883458
Assets,Current Assets,Related Party (IC) - Rcvbl,11703,2017,April,3682101
Assets,Current Assets,Related Party (IC) - Rcvbl,11703,2017,May,2901083
Assets,Current Assets,Related Party (IC) - Rcvbl,11703,2017,June,1107706
Assets,Current Assets,Related Party (IC) - Rcvbl,11703,2017,July,1516091
Assets,Current Assets,Related Party (IC) - Rcvbl,11703,2017,August,1548873
Assets,Current Assets,Related Party (IC) - Rcvbl,11703,2017,September,1645290
Assets,Current Assets,Related Party (IC) - Rcvbl,11703,2017,October,2006511
Assets,Current Assets,Related Party (IC) - Rcvbl,11703,2017,November,1979143
Assets,Current Assets,Related Party (IC) - Rcvbl,11703,2017,December,2453770
Assets,Current Assets,Related Party (IC) - Rcvbl,11703,2018,January,572488
Assets,Current Assets,Related Party (IC) - Rcvbl,11704,2017,January,565110
Assets,Current Assets,Related Party (IC) - Rcvbl,11704,2017,February,799412
Assets,Current Assets,Related Party (IC) - Rcvbl,11704,2017,March,1023102
Assets,Current Assets,Related Party (IC) - Rcvbl,11704,2017,April,111324
Assets,Current Assets,Related Party (IC) - Rcvbl,11704,2017,May,259610
Assets,Current Assets,Related Party (IC) - Rcvbl,11704,2017,June,260095
Assets,Current Assets,Related Party (IC) - Rcvbl,11704,2017,July,300614
Assets,Current Assets,Related Party (IC) - Rcvbl,11704,2017,August,301316
Assets,Current Assets,Related Party (IC) - Rcvbl,11704,2017,September,302146
Assets,Current Assets,Related Party (IC) - Rcvbl,11704,2017,October,302249
Assets,Current Assets,Related Party (IC) - Rcvbl,11704,2017,November,545010
Assets,Current Assets,Related Party (IC) - Rcvbl,11704,2017,December,747356
Assets,Current Assets,Related Party (IC) - Rcvbl,11704,2018,January,958381
Assets,Current Assets,Related Party (IC) - Rcvbl,11705,2017,January,2307920
Assets,Current Assets,Related Party (IC) - Rcvbl,11705,2017,February,3509988
Assets,Current Assets,Related Party (IC) - Rcvbl,11705,2017,March,5174134
Assets,Current Assets,Related Party (IC) - Rcvbl,11705,2017,April,5369209
Assets,Current Assets,Related Party (IC) - Rcvbl,11705,2017,May,5095844
Assets,Current Assets,Related Party (IC) - Rcvbl,11705,2017,June,5503470
Assets,Current Assets,Related Party (IC) - Rcvbl,11705,2017,July,4985356
Assets,Current Assets,Related Party (IC) - Rcvbl,11705,2017,August,4519731
Assets,Current Assets,Related Party (IC) - Rcvbl,11705,2017,September,4752565
Assets,Current Assets,Related Party (IC) - Rcvbl,11705,2017,October,4811948
Assets,Current Assets,Related Party (IC) - Rcvbl,11705,2017,November,5019134
Assets,Current Assets,Related Party (IC) - Rcvbl,11705,2017,December,5346674
Assets,Current Assets,Related Party (IC) - Rcvbl,11705,2018,January,5841014
Assets,Current Assets,Related Party (IC) - Rcvbl,11706,2017,May,25000
Assets,Current Assets,Related Party (IC) - Rcvbl,11706,2017,June,25022
Assets,Current Assets,Related Party (IC) - Rcvbl,11706,2017,July,25022
Assets,Current Assets,Related Party (IC) - Rcvbl,11706,2017,August,25022
Assets,Current Assets,Related Party (IC) - Rcvbl,11706,2017,September,25022
Assets,Current Assets,Related Party (IC) - Rcvbl,11706,2017,October,25022
Assets,Current Assets,Related Party (IC) - Rcvbl,11706,2017,November,25022
Assets,Current Assets,Related Party (IC) - Rcvbl,11706,2017,December,25022
Assets,Current Assets,Related Party (IC) - Rcvbl,11706,2018,January,25022
Assets,Current Assets,Related Party (IC) - Rcvbl,11707,2017,May,35527
Assets,Current Assets,Related Party (IC) - Rcvbl,11707,2017,June,36907
Assets,Current Assets,Related Party (IC) - Rcvbl,11707,2017,July,36907
Assets,Current Assets,Related Party (IC) - Rcvbl,11707,2017,August,36907
Assets,Current Assets,Related Party (IC) - Rcvbl,11707,2017,September,37001
Assets,Current Assets,Related Party (IC) - Rcvbl,11707,2017,October,37001
Assets,Current Assets,Related Party (IC) - Rcvbl,11707,2017,November,41051
Assets,Current Assets,Related Party (IC) - Rcvbl,11707,2017,December,41051
Assets,Current Assets,Related Party (IC) - Rcvbl,11707,2018,January,41073
Assets,Current Assets,Related Party (IC) - Rcvbl,11708,2017,July,41641
Assets,Current Assets,Related Party (IC) - Rcvbl,11708,2017,August,42351
Assets,Current Assets,Related Party (IC) - Rcvbl,11708,2017,September,63163
Assets,Current Assets,Related Party (IC) - Rcvbl,11708,2017,October,63163
Assets,Current Assets,Related Party (IC) - Rcvbl,11708,2017,November,63163
Assets,Current Assets,Related Party (IC) - Rcvbl,11708,2017,December,68531
Assets,Current Assets,Related Party (IC) - Rcvbl,11708,2018,January,77415
Assets,Current Assets,Related Party (IC) - Rcvbl,11709,2018,January,304649
Assets,Current Assets,Related Party (IC) - Rcvbl,11710,2018,January,23645
Assets,Current Assets,Trade Receivables,11000,2017,January,6166461
Assets,Current Assets,Trade Receivables,11000,2017,February,6985797
Assets,Current Assets,Trade Receivables,11000,2017,March,5763630
Assets,Current Assets,Trade Receivables,11000,2017,April,4861723
Assets,Current Assets,Trade Receivables,11000,2017,May,5619743
Assets,Current Assets,Trade Receivables,11000,2017,June,3401881
Assets,Current Assets,Trade Receivables,11000,2017,July,5427342
Assets,Current Assets,Trade Receivables,11000,2017,August,5894861
Assets,Current Assets,Trade Receivables,11000,2017,September,4257983
Assets,Current Assets,Trade Receivables,11000,2017,October,3801931
Assets,Current Assets,Trade Receivables,11000,2017,November,6994343
Assets,Current Assets,Trade Receivables,11000,2017,December,6238544
Assets,Current Assets,Trade Receivables,11000,2018,January,3933520
Assets,Current Assets,VAT - Input Tax (Receivable),11722,2018,January,19981
Assets,Fixed Assets,Accumulated Depreciation,15001,2017,January,74084
Assets,Fixed Assets,Accumulated Depreciation,15001,2017,February,64455
Assets,Fixed Assets,Accumulated Depreciation,15001,2017,March,60426
Assets,Fixed Assets,Accumulated Depreciation,15001,2017,April,50564
Assets,Fixed Assets,Accumulated Depreciation,15001,2017,May,58380
Assets,Fixed Assets,Accumulated Depreciation,15001,2017,June,48483
Assets,Fixed Assets,Accumulated Depreciation,15001,2017,July,46282
Assets,Fixed Assets,Accumulated Depreciation,15001,2017,August,42459
Assets,Fixed Assets,Accumulated Depreciation,15001,2017,September,41626
Assets,Fixed Assets,Accumulated Depreciation,15001,2017,October,38756
Assets,Fixed Assets,Accumulated Depreciation,15001,2017,November,35842
Assets,Fixed Assets,Accumulated Depreciation,15001,2017,December,33309
Assets,Fixed Assets,Accumulated Depreciation,15001,2018,January,'-1111
Assets,Fixed Assets,"Property, Plant & Euipment",13000,2017,May,43500
Assets,Fixed Assets,"Property, Plant & Euipment",13000,2017,June,43500
Assets,Fixed Assets,"Property, Plant & Euipment",13000,2017,July,43500
Assets,Fixed Assets,"Property, Plant & Euipment",13000,2017,August,43500
Assets,Fixed Assets,"Property, Plant & Euipment",13000,2017,September,43500
Assets,Fixed Assets,"Property, Plant & Euipment",13000,2017,October,43500
Assets,Fixed Assets,"Property, Plant & Euipment",13000,2017,November,43500
Assets,Fixed Assets,"Property, Plant & Euipment",13000,2017,December,43500
Assets,Fixed Assets,"Property, Plant & Euipment",13000,2018,January,29000
Assets,Fixed Assets,"Property, Plant & Euipment",15002,2017,January,74154
Assets,Fixed Assets,"Property, Plant & Euipment",15002,2017,February,70026
Assets,Fixed Assets,"Property, Plant & Euipment",15002,2017,March,66999
Assets,Fixed Assets,"Property, Plant & Euipment",15002,2017,April,62840
Assets,Fixed Assets,"Property, Plant & Euipment",15002,2017,May,60927
Assets,Fixed Assets,"Property, Plant & Euipment",15002,2017,June,57677
Assets,Fixed Assets,"Property, Plant & Euipment",15002,2017,July,61284
Assets,Fixed Assets,"Property, Plant & Euipment",15002,2017,August,88285
Assets,Fixed Assets,"Property, Plant & Euipment",15002,2017,September,82910
Assets,Fixed Assets,"Property, Plant & Euipment",15002,2017,October,77536
Assets,Fixed Assets,"Property, Plant & Euipment",15002,2017,November,74378
Assets,Fixed Assets,"Property, Plant & Euipment",15002,2017,December,70310
Assets,Fixed Assets,"Property, Plant & Euipment",15003,2017,January,78978
Assets,Fixed Assets,"Property, Plant & Euipment",15003,2017,February,134235
Assets,Fixed Assets,"Property, Plant & Euipment",15003,2017,March,185321
Assets,Fixed Assets,"Property, Plant & Euipment",15003,2017,April,178657
Assets,Fixed Assets,"Property, Plant & Euipment",15003,2017,May,310898
Assets,Fixed Assets,"Property, Plant & Euipment",15003,2017,June,409807
Assets,Fixed Assets,"Property, Plant & Euipment",15003,2017,July,494773
Assets,Fixed Assets,"Property, Plant & Euipment",15003,2017,August,504411
Assets,Fixed Assets,"Property, Plant & Euipment",15003,2017,September,530017
Assets,Fixed Assets,"Property, Plant & Euipment",15003,2017,October,502121
Assets,Fixed Assets,"Property, Plant & Euipment",15003,2017,November,474224
Assets,Fixed Assets,"Property, Plant & Euipment",15003,2017,December,446328
Assets,Fixed Assets,"Property, Plant & Euipment",15004,2017,January,5039
Assets,Fixed Assets,"Property, Plant & Euipment",15004,2017,February,4610
Assets,Fixed Assets,"Property, Plant & Euipment",15004,2017,March,4181
Assets,Fixed Assets,"Property, Plant & Euipment",15004,2017,April,3752
Assets,Fixed Assets,"Property, Plant & Euipment",15004,2017,May,19851
Assets,Fixed Assets,"Property, Plant & Euipment",15004,2017,June,32237
Assets,Fixed Assets,"Property, Plant & Euipment",15004,2017,July,32463
Assets,Fixed Assets,"Property, Plant & Euipment",15004,2017,August,31434
Assets,Fixed Assets,"Property, Plant & Euipment",15004,2017,September,30404
Assets,Fixed Assets,"Property, Plant & Euipment",15004,2017,October,29374
Assets,Fixed Assets,"Property, Plant & Euipment",15004,2017,November,28345
Assets,Fixed Assets,"Property, Plant & Euipment",15004,2017,December,27315
Assets,Fixed Assets,"Property, Plant & Euipment",15005,2017,January,2416
Assets,Fixed Assets,"Property, Plant & Euipment",15005,2017,February,1743
Assets,Fixed Assets,"Property, Plant & Euipment",15005,2017,March,1487
Assets,Fixed Assets,"Property, Plant & Euipment",15005,2017,April,797
Assets,Fixed Assets,"Property, Plant & Euipment",15005,2017,May,106
Assets,Fixed Assets,"Property, Plant & Euipment",15005,2017,June,'-585
Assets,Fixed Assets,"Property, Plant & Euipment",15005,2017,July,'-1442
Assets,Fixed Assets,"Property, Plant & Euipment",15005,2017,August,'-1389
Assets,Fixed Assets,"Property, Plant & Euipment",15005,2017,September,3675
Assets,Fixed Assets,"Property, Plant & Euipment",15005,2017,October,4450
Assets,Fixed Assets,"Property, Plant & Euipment",15005,2017,November,4224
Assets,Fixed Assets,"Property, Plant & Euipment",15005,2017,December,3998
Assets,Fixed Assets,"Property, Plant & Euipment",15006,2017,January,10678
Assets,Fixed Assets,"Property, Plant & Euipment",15006,2017,February,10340
Assets,Fixed Assets,"Property, Plant & Euipment",15006,2017,March,10001
Assets,Fixed Assets,"Property, Plant & Euipment",15006,2017,April,9663
Assets,Fixed Assets,"Property, Plant & Euipment",15006,2017,May,12290
Assets,Fixed Assets,"Property, Plant & Euipment",15006,2017,June,14585
Assets,Fixed Assets,"Property, Plant & Euipment",15006,2017,July,14084
Assets,Fixed Assets,"Property, Plant & Euipment",15006,2017,August,15152
Assets,Fixed Assets,"Property, Plant & Euipment",15006,2017,September,14608
Assets,Fixed Assets,"Property, Plant & Euipment",15006,2017,October,14063
Assets,Fixed Assets,"Property, Plant & Euipment",15006,2017,November,13519
Assets,Fixed Assets,"Property, Plant & Euipment",15006,2017,December,20130
Assets,Fixed Assets,"Property, Plant & Euipment",15008,2017,January,97660
Assets,Fixed Assets,"Property, Plant & Euipment",15008,2017,February,95292
Assets,Fixed Assets,"Property, Plant & Euipment",15008,2017,March,92924
Assets,Fixed Assets,"Property, Plant & Euipment",15008,2017,April,90556
Assets,Fixed Assets,"Property, Plant & Euipment",15008,2017,May,88187
Assets,Fixed Assets,"Property, Plant & Euipment",15008,2017,June,150356
Assets,Fixed Assets,"Property, Plant & Euipment",15008,2017,July,146894
Assets,Fixed Assets,"Property, Plant & Euipment",15008,2017,August,185237
Assets,Fixed Assets,"Property, Plant & Euipment",15008,2017,September,203328
Assets,Fixed Assets,"Property, Plant & Euipment",15008,2017,October,197918
Assets,Fixed Assets,"Property, Plant & Euipment",15008,2017,November,192508
Assets,Fixed Assets,"Property, Plant & Euipment",15008,2017,December,187099
Assets,Fixed Assets,"Property, Plant & Euipment",1501,2017,January,151051
Assets,Fixed Assets,"Property, Plant & Euipment",1501,2017,February,145225
Assets,Fixed Assets,"Property, Plant & Euipment",1501,2017,March,139398
Assets,Fixed Assets,"Property, Plant & Euipment",1501,2017,April,144274
Assets,Fixed Assets,"Property, Plant & Euipment",1501,2017,May,162701
Assets,Fixed Assets,"Property, Plant & Euipment",1501,2017,June,157951
Assets,Fixed Assets,"Property, Plant & Euipment",1501,2017,July,181700
Assets,Fixed Assets,"Property, Plant & Euipment",1501,2017,August,237419
Assets,Fixed Assets,"Property, Plant & Euipment",1501,2017,September,231747
Assets,Fixed Assets,"Property, Plant & Euipment",1501,2017,October,221530
Assets,Fixed Assets,"Property, Plant & Euipment",1501,2017,November,216081
Assets,Fixed Assets,"Property, Plant & Euipment",1501,2017,December,206608
Assets,Fixed Assets,"Property, Plant & Euipment",1501,2018,January,200858
